User_name,Review title,Review Rating,Review date,Review_body
CarmenSandiegoIII,The worst adaptation taken from an anime series that I've ever seen,01/10,26-Aug-17,"Probably the worst adaptation taken from an anime series that I've ever seen -- I'm betting the director didn't watch the full original series. That's fine, but they shouldn't have called this Death Note because it's completely different from the anime series that die hard fans have come to love and were expecting with the live adaptation. The writing is horrible, the acting is poor and rushed and the characters aren't believable. I'd have less of an issue of the story taking place in America if the plot was somewhat interesting. This wasn't Death Note, it was more like Final Destination 6.
                
                    6 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Trupiaar,No Substance,01/10,26-Aug-17,"I expect this kind of thing from Disney these days: Take awesome media production, strip it of every important concept and all soul, and then make a bunch of money on T-Shirts for a couple of months.Shame on you Netflix.This was clearly written by someone who just isn't a Death Note fan, and it shows all over the place. Much of the weight of the story was dispelled. Of course, the executive who put this together and thinks it's not important to have a non-hack writer is ultimately to blame though. No, you cannot paint pictures of characters we like that have nothing to do with the original characters we loved and expect success. It is truly an insult to intelligence. I repeat, this kind of thing is an insult to the intelligence of every viewer.All of the moral responsibility is stripped from Light throughout the movie: it's his girlfriend's fault, the bully's fault, Ryuk made him do it... etc. In the original, Light makes all these choices on his own, and this really makes it entirely a different story from the clichéd piece of garbage we witnessed here.Light had no personal motivation for what he did in source material. He was disgusted with the moral-faking turds of society, and Ryuk was BORED. Ryuk never wanted to make anything happen, he wanted to SEE WHAT WOULD HAPPEN. They are SO different.I don't understand why these huge companies give huge paychecks to executives, writers, and directors that can't even bother to get familiar with the content they are working with. It's INSULTING.Only reason I didn't hit the white-washing issue is because it's just too much a slow moving target, it's so obvious it doesn't need to be discussed.Actors did well, it's just not Death Note. Netflix, do us all a favor, next time you want to take some source material for a movie, just hire the guy or gal who wrote the dang original, stop wasting everyone's time, money, and excitement."
Nconiendo,For a particular taste,10/10,29-Aug-17,"I loved it and can tell you I am a huge fan of the movies Mama, Orphan, HoneyBee and Skeleton Key. This feels like it could be related to HoneyBee or It Follows, so if you like dark 80s vibes and soundtracks and teen angst and drama with some added gore you will absolutely enjoy this movie. Trust me that the trailer was terrible for this and the movie itself is so much better than the trailer.
                
                    15 out of 36 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jackmeat,Hard not to compare to the reason the original is good,03/10,26-Aug-17,"My quick rating - 3,2/10. Try as I could, it was hard not to compare this to the source material. But taking that out of the equation, this really just wasn't very good. The concept is very solid, but it has been for over a decade, and has been done better. The actors in this do a really poor job, aside from the spot on perfect voice for Ryuk. Willem Dafoe is always money in the bank, but considering his CGI presence and infrequent usage, that won't help this mess. The whole movie seemed to take the source, and incorporate all the news of bullying, political unrest, etc. and wrap it all up in an hour and a half. Along the way, mix in a romance, and teen angst, and the whole thing just misses so much of what made the original that good. Like I said, hard to not compare. The flaws really don't end there, as the camera work during some scenes was terrible, and the use of pointless slow mo to make a statement got distracting. Overall, sure, it was on netflix, but it seems there movies have been lacking as of late and I think this would've been a better move into a TV series realm, as the story itself lends plenty of expand-ability to it. Oh well, they tried."
lennieh,Pleasant surprise,10/10,25-Aug-17,"Okay I have been a death note fan for years, it was the first manga I ever read and the first Anime (if you don't count Marine Boy) I ever saw and started my passionate love of Japanese cinema, print media and TV.For years there has been talk of a Death Note live action western remake and I have dreaded it. From the nightmare of a Zac Efron film, to any number of other terrible ideas and rumours.Then came the truth that there was to be a Netflix TV movie.Now we have had the Anime, the three Japanese live action films, the Japanese TV series, the relight re-cuts and so on and so forth.I really did not think they could do something new with another adaptation, and then I saw Willem Dafoe was going to play Ryuk and I knew whoever was helming this, KNEW what they were doing.special shout outs to Willem Dafoe Shea Whigham Paul NakauchiAlso watch out for the subtle Easter eggs and shout outs to the earlier versions.WARNING POSSIBLE MINOR SPOILERS AHEADIn a touch of inspired brilliance the characters and backstories of Light and Misa are switched, with her becoming the power mad psychotic and he becoming the gullible follower.Ryuk becomes far more sinister and downright malicious, Light's father is given a much more prominent role only L stays basically the same character, but is out of place and suffers prejudice in a right wing USA that utterly embraces Kira as a welcome god of death.Unlike in the original were the Kira task force is reduced by fear, here the task force is reduced to one, because the Police LIKE kira and don't want him caught.The lone liberal detective Turner is the only one to assume killing is wrong and deserves the forces of Justice.It is on the whole a fresh twist, westernised with care, on the source material, an alternate take and culture shock variation.To be honest I loved it."
olfrilly,Death Note is a fantastic movie...but fails in its adaptation,07/10,25-Aug-17,"The Death Note film itself, is legitimately very good. The cinematography is something to behold. And the music, my lord the music, is jaw droppingly good at times. As far as acting goes, that's where it gets a bit interesting. Our lead, Nat Wolff is by all means a talented actor. And I've seen several films with him in it, but in this, he fell flat. And his performance is by far the WORST part of this film. That being said Paul Nakauchi, Willem DaFoe, Shea Whigham, and Margaret Qually all did absolutely superb in their acting. But, Keith Stanfield, deserves an award for his performance as L. He nails the mannerisms down perfectly, even his tone of voice sound eerily similar to the English dub of the anime series. As far as the script goes, it needed a little bit of work. At times it could be very cheesy, then at other times it was convincingly good. Netflix's Death Note is more than just a cash grab. You can tell time, effort, and even some love was put into its creation. Adam Wingard is clearly proud of his production, as he should be. This movie is pretty solid. Landing for me, a 6.5/10 - 7/10 If you are a true fan of the Death Note series or never heard of it before, this movie is 100% for you. But if you're an internet troll that doesn't understand art and the difference between a retelling and an adaptation, then this movie is probably not for you."
cesbel,It is watchable.,07/10,25-Aug-17,"I understand this movie is an adaptation of a manga/anime series that is considered to be one of the best in the genre, and I am a huge fan of the anime. However, I would see very difficult to achieve the genius of a series in just 1:40 hours of the movie. Also, this is a movie adaptation, there are different live-action adaptations with Japanese actors that are probably closer tho the manga. As a Hollywood adaptation I considered the movie to be watchable and it does not deserve all the negatives reviews that is receiving. A movie adaptation does not have to be 100% the story in the manga, It will be boring if they try to condensate the whole sequence of the story in a normal time frame for a movie, I think the twist to the story keep me waiting for the next thing to happen.
                
                    10 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
dougmacdonaldburr,Deaf Note,03/10,25-Aug-17,"The original Death Note was so good you could butcher most of it and it still would not suck. Unfortunately, that is pretty much what they have done. They have changed so much from the original and ever one of these changes makes it worse. I will not do any spoilers of the plot. All I will say is it is nowhere near as good. All they had to do was condense the original story and change the names and places from Japanese to American. My main issues are with the way they have changed the characters. None of the characters look the way they should and more importantly their personalities are different. Light should have a classically handsome face and dark red hair. He is a genius with a natural cool who always says and does exactly the right thing. This is what makes him so formidable and is why no one ever suspects him of being Kira. In this he is a weird looking temperamental emo kid. L is my favourite character in the original. He should have cool long black hair, pale skin and wise haunted eyes. He has an incredible mind, a strong sense of justice and a whimsical sense of humour. He is the perfect match for Kira. In this they cast a black man for no real reason other than to cast a black man and the character is kind of boring. In the original, Ryuk was a far more complex character. At times he was sinister and cryptic. Other times he was friendly and funny. Overall, he was bored and so dropped the Death Note in the hoping that it would entertain him. In this he is almost a one dimensional moustache twirling cartoon villain. The CGI also looks like it is from the 80's. In the original Misa is adorable. She is sweet and kind. She can also be childish and at times misguided. In this she is just a hot girl with the personality of a cardboard box. Ultimately, I still liked the film enough to hate watch it, but, it is not even close to being as good as the original. It had so much potential too. If you haven't seen the original, you should definitely watch that first. There are just enough similarities that watching this first could ruin some plot points if you decided to watch the original after this. If you liked the original and also kind of enjoy being a critical nerd sometimes, you might enjoy this. Remember 'God's of Death love Apples =]"
deenap4-211-59987,Loved but don't watch if you already know the story,09/10,07-Feb-21,"I love all things sci-fi, horror, mystery, psych thriller, etc. I loved this movie. I expected it to be another mediocre random Netflix movie but I was pleasantly surprised. I saw the trailer and thought it would be an updated babadook-type movie. Death god, book of names, owner chooses whose name goes in the book and the death god kills them. I was in but my expectations were low. The movie had just the right amount of gore (minimal but realistic) and kept me interested all the way thru. I was so surprised at how good it was that halfway thru I googled it to see the ratings. I expected them to be high but was surprised to see how low the ratings were. I realized most of the low ratings came from people that knew the story from manga, anime, Japanese movies, etc. So if you know the story, don't watch this with high expectations as it seems like you won't like it. If you've never heard of the story but the plot interests you, I suggest you watch it! I'm a fan!
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jameslincoln-69115,Amazing,09/10,31-Aug-17,"I don't think people are getting the right image it's not for me anime side it is for people just like myself not a geek that what is the film and thinks it's amazing. I think it's an absolutely amazing film definitely worth watching spite what anybody says about the film. This film is absolutely amazing
                
                    11 out of 26 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
arthur_q,Total waste of time.,01/10,25-Aug-17,"I've never written a comment on a movie before, but for this one, I've made it personal. This is the worst film adaptation of something I've seen. Total loss of time. The actors act really bad, the history was totally messed up and, finally, the investigation and manipulation sensation which the anime makes you feel, was gone.
                
                    42 out of 76 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
sara-rn,As a movie it's bad. As an adaptation it's worse.,04/10,26-Aug-17,"If you go into this movie without knowing the source material you will get a rushed experience, with bland characters, 80s ballads, badly played mind games and a really lame climax. It just feels very incomplete as a movie experience and I wouldn't recommend it.Fans of the source material will get an extremely shallow version of everything death note is. I won't blame it on the actors, but whoever thought bringing such a weak story devoid of any depth and development to the screens was a good idea. This would've worked better as a series and not a movie, perhaps then I would've given this a 7 if the characters were better presented and developed. But this is an insult to both fans and newcomers' intellects.
                
                    6 out of 11 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Platypus-Man,Entertaining horror thriller,08/10,27-Aug-17,"There are lots of reviews here complaining this movie is unfaithful to source material. Well what did You want? The same story again? I for one think it was a great adaptation for international audiences.This movie was a thrill ride from start to finish with a killer soundtrack to go along with it and I recommend it to anyone wanting to spend an entertaining hour and a half.
                
                    10 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
gnakyjacky,Whitewashed movie fails to ever meet the high standards the original series set,02/10,27-Aug-17,"If you're looking for Light Yagami from the anime, you actually find more of him in Misa (Mia) than Light Turner himself. (Why do they even change the names.) As Mia said in the movie, Light Turner is a pu**y and quite frankly, a butcher of the original character. This movie has nothing going for it except for L. The actor who played L was the saving grace for this movie. He actually seemed to research his character before attempting to play it. While the director may be in control with how the movie was carried out, it easily could be seen that L's character was the only thing truly preserved. His eccentric character, body language, love of candy, back story, THE MIC TAP, and investigative abilities were spot on. On the other hand, his character, unfortunately, did take an emotional turn when L was heavily impacted by Watari's death. While this was different from the anime, it wasn't crucial to the plot and I believe it's perfectly acceptable for a director to stray from the original series. To delve into the endless, horrendous aspects of this movie, I read a review before watching, mocking the selection of 80s synth music. And I thought, ""How bad could that be?"" I really should have listened to that review because the music choice was simply god-awful. Sometimes it ruined the tone of a scene that would've been fine otherwise. For example, terrible cheesy romantic music was played during Mia's death scene. To continue... Before around the time L was introduced, the bonds between the main characters (i.e. Light, father, dead mother, and Mia) were more shallow than how deep Light fell into the water (come on guys, it should've been deeper than that). The lines exchanged the characters were succinct and pointless. For example, in a dinner scene between Light and his father, the lines exchanged reminded me of the typical attitude an angtsy American teenager throws at his/her parents. This movie truly whitewashed the original series by replacing the Japanese culture and concepts into American culture, not even transitioning the series well. Misa in the anime was a blond headed girl who was happy, eccentric and wore unique outfits to reflect her character. Meanwhile, Mia in the movie was a cheerleader, smoked cigarettes, and was extremely edgy without much character development. Next, Light Turner's mother died and because of it, he acts out in several ways, including angrily pushing books off his desk, making cringy yet hilarious faces, and blaming his father's inability to catch her killer for everything. In the anime, Light still has his mother and his family isn't even involved nor is he angry. I'm not sure if that's an Asian thing, but I sure as hell prefer it. In this movie, Ryuk was portrayed more as a demon rather than a proper death god as seen in Japanese mythology. It is seen here that in American horror culture insists that anything seen as relatively demonic must be evil, must be the bad guy, and definitely must eat apples like a human would (HE EATS THEM CLEANLY IN THE ANIME). Lastly, the theme of the anime was not carried over. In the anime, Light Yagami was an individual seeking justice in a calm and collected manner. He killed simply because he thought he was doing the world a favor by ridding it of its scum. On the contrary, Light Turner was a coward character and purpose-wise. He was painted as an immature teenager who had the ability to kill criminals simply because he could. In conclusion, I believe that they could have done so much better with the budget of $40 million when Orange is the New Black could have made the same amount of screen time with $8 million."
pazu7,Why did they bother?,03/10,02-Sep-17,"Why bother? If they were just going to destroy the story... then why bother? I was really excited for an American redo. I had high hopes when I heard who was doing it. But now I can only ask myself, why? Shaving this complicated story down to one film was a danger sign, but I figured they would find a way to make it work. And for the first 20 minutes or so I was rolling with the changes. I wanted to give it a chance. But in the end, more time was spent on an over- the-top ridiculous chase scene than was spent on Kira's critical rise to power. Death Note isn't an action film. It's a thinking story. It's a labyrinth. It's a complex tale about a genius detective and an elusive criminal trying to outsmart one and other. The thrills come from the tense relationship between L and Kira not from some bloated and trite chase scene. Hate to say it but this was a failure. The actors did a good enough job. If they'd had a better script they wouldn't be getting so much hate. And they destroyed Ryuk. It isn't evil, as portrayed in this. None of the shinigami are really evil, they're just not concerned with the moral prerogatives of mortals. That complexity was ruined along with so much of the other nuance in the original. Don't mess with the classics if you're not gonna take the time to do them right. Please."
anime-cool,Not good compared to the anime,01/10,25-Aug-17,"The movie does not do justice to the manga or the anime.Ever the character seems to be completely new in the movie even though the names are the same. there is so much more to Kira, Light, and L and the battle they go through. Being a big anime fan. especially of Death Note, this movie was a disappointment."
MrDHWong,Do yourself a favour and watch the original anime instead.,03/10,30-Aug-17,"Death Note is a Western adaptation of the Japanese manga/anime of the same name. Taken on its own, this is merely a mediocre crime thriller but when compared to the masterpiece that is the original, it is another failed adaptation and further proof that the West has never and likely will never be able to successfully adapt any form of Japanese media.Light Turner (Nat Wolff), an intelligent social outcast, stumbles upon a mysterious notebook known as the ""Death Note"". Light soon learns from its Death God creator Ryuk (voiced by Willem Dafoe), that it has the power to kill any person by having their name written in it, so long as the writer knows the victim's real name or face. With this in mind, Light decides to become a vigilante and clean up the world of who he perceives to be evil and make it a better place. Eventually, a famous detective known only as L (Lakeith Stanfield), is hot on Light's tail and pursues him to try and bring him to justice.The main problem I have with the film is not the alleged whitewashing of its cast or that it gets just about everything wrong with the characterisation of Light, L, and Mia (Misa in the original story). Its primary issue is that it tries to cram material from 108 chapters of the manga and 37 episodes of the anime into a measly 100 minutes. This adaptation may have worked slightly better had it been a 13 episode miniseries rather than a feature length film. Granted, it is not as boring as Ghost In The Shell or as outright silly as Dragonball Evolution but it still feels just insulting to its source material. In the original story, Light is popular, intelligent, and an honour student with a god complex whereas in this film he's a generic social outcast with school shooter tendencies. If one were to replace the Death Note with a gun, then this film likely would've been more along the lines of a retelling of Columbine or Sandy Hook. L, who was extremely secretive and introverted in the original is instead making public appearances giving speeches, having photos taken, and shouting in public that he will find who he is looking for. However, as to be expected, Willem Dafoe is appropriately menacing and intimidating as Ryuk, but unfortunately he is underused and hardly has any effect on the plot aside from occasional exposition. I said it before with Ghost In The Shell and I will say it again; if this is the future for Western adaptations of anime and manga, then I'm not too excited. Do yourself a favour and watch the original anime instead.I rate it 3/10"
REDLINE0007,Loved it!,08/10,13-Jan-23,"It is a great show.I love the action in this movie, scenery and story. Actors dont disappoint either. Great movie for youngsters 10/10.Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone
Highly recommend to everyone."
brandon_veracka,I feel like I need a shower.,03/10,25-Aug-17,"I was so excited when this was first announced. I literally marked my calendar, and I feel like such a chump for thinking this would be good. Sadly, this is pure, unadulterated typical Hollywood garbage. Though I'm a huge fan of the original, I'm trying to be as objective as humanly possible here, while trying not to echo the reviews of all the other angry Death Note anime & manga fans—who have every right to be frustrated.This ""remake"" is shallow as a dirty puddle in the street and should be treated as such—walk around it! I'm quite certain that even if had I never seen the original anime, I still would've hated this film. It is so rushed and so under-cooked in every way possible; like one of those bad movie- licensed video games.Firstly, the concept; take a classic anime—based on an amazing manga—with over 14 hours of run time spread out over 37 episodes, and turn it into a 95-minute film. I believe it would've been possible to condense all of that amazing character development, storytelling, and beautiful artwork into a decent film, but not in that run time; certainly not with Captain Bligh on the new ship of fools who is director Adam Wingert and company. Like a bad fart in the theater, this absolutely terrible Hollywood cheese cannot be ignored. Death Note the ""film"" has that typically high-polish, low substance, garbage-quality that nearly every American movie has had for a decade. We've all heard that saying, ""You can't shine sh*t."", and nowhere is that more recently apparent than here.All of the typical tropes of bad Hollywood ""thrillers"" are here; poor character development, lackluster cinematography, pacing at a break-neck speed, a forgettable and inappropriate soundtrack, poor use of sexuality, etc., etc. Poor character development is front & center, and is particularly noticeable because this is (or was) a story about a single person's innermost struggles against right and wrong. The introduction of a second protagonist character, Mia, was done haphazardly and in such poor taste. There seems to be no reason for this character to exist in the form that she does. While not terribly acted, the writing of the character Mia is awful at best.Speaking of bad writing, our main character ""Light"" was opaque and one- dimensional. The choice of actor was not bad, his acting wasn't good or bad, but the writing was terrible. A massive wag of the (middle) finger to the jobs of all three—director, producer, and writer. The ONLY thing worth mentioning is the live action version of Ryuk, which of course Willem Dafoe did the best he could with. However no amount of his charm could cover-up the blaring siren of disaster that is this terrible movie. I've never seen such wanton destruction of such a great story in my life.3 out of 10 for 30% effort on the part of the crew and 70% trash ready for pickup."
nicovanbelle,Starts off bad but gets better along the way,06/10,11-May-21,"The first 30 minutes of the movie were not the best. I wasn't too sure if I'd continue to watch it to the end but I did anyway. After a while, the director gets his groove back and the movie turns into something more interesting. I cannot say the script follows the series but that's fine. Watching a real-life adoption of the manga will make it only worse so adaptions to the script should have been made nonetheless. L was still a bit too comic book for my taste. You can go full awkward in a manga or cartoon without if becoming a distraction from the rest but in a movie those things just don't work.Overall not the best movie but definitely not the worst either.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
edogruca-47840,One more bad live action,03/10,25-Aug-17,"Here we go again! Everybody knows that live action versions of the most animes suck. I am gonna put some spoilers on this and gonna compare it with the original content. First of all main character(light) is not smart at all. He is just a normal high school student which is maybe studies a lot. He shares the book with the pretty girl he likes at the beginning of the movie to impress the girl, as we expect from a classic American story. He gets caught so fast that i couldn't believe how stupid could he be.Just go watch the original content because this movie is a teenage story and nothing mind blowing like the original content."
MugseyGrant,Should Have Been Episode Not A Movie,04/10,26-Aug-17,So firstly with anything such as Death Note you of course going to have the original fans such as myself. Who enjoyed the anime and wasn't happy when you heard they was going to make it a movie. Firstly with how much went on in the Anime you could never fit this in a movie why I feel this should have been a series not a film. It's rare you beat an original and I do feel the writers let themselves down and should have stayed with the rules of the book the new rules ruined the film. If your a fan of the Anime get ready to feel like you've been let down. The story still had its clever twist and we are limited by how much we see Ryku in the film. The relationship of Light and Mia was something similar of a Joker and Harley Quinn relationship it was stupid and ruined the story. The good things might have been the clever twist and I feel Willem Dafoe saved this film being much worst than it was the writers should have written there own names in the book and killed off the whole cast in 48 hours. Would I recommend this to someone who loved the Anime nope I wouldn't the same with anyone who not watched the Anime I save them from a horrible nightmare. It's not often I give a film 4 stars but i feel even a smaller time directed could have done a better job than this rubbish.
leeleejensen,Better than expected,07/10,11-Jan-19,"As someone who had never seen the anime under the same name, I went into Death Note with open expectations. What I got was an entertaining thriller with an intriguing plot that never gets too drawn into being too serious. To put it simply, the movie was dumb fun. The acting was surprisingly good and the main character, Light, was a likeable and relatable protagonist. If you feel like turning your brain off and watching a gory action film, this film will be fine.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
lordblacknemp,"Like film, it complies; As adaptation, disappoint.",06/10,26-Aug-17,"I must say that as an individual film is good and entertaining, although the special effects of Ryuk did not convince me much, and certainly the performances left something to be desired.Now, as the anime adaptation (which is the only Death Note I saw), I was not convinced. The anime that I saw, although part of a magical base (an account ending, is a guy who kills people writing in a notebook), the center of the story was the plot to ""Sherlock Holmes and Dr. Moriarty "", The Intelligence Struggle and detectives between"" L ""and"" Kira "", the first to catch the second. It came to such a degree that you forgot any hint of magic, and you focused on the intellectual duel of both. The adaptation of Netflix has some of that, but they lose in a great sense, to give us a plot that entertains but is below the anime.I give it a 6 out of 10. If you do not know anything about Death Note, you'll have fun; If you know the history of Death Note, feelings that became a plot with a great intellectual duo and a digestible for the general public."
JRNewts,Everyone needs to just relax!,05/10,25-Aug-17,"First off, out of the hundreds even thousands of anime's I have watched, Death Note is easily in my top 3! It was 37 episodes of pure intense drama, story telling and moral dilemmas. But unfortunately the movie just doesn't quite land on the same page.... pun intended.But I am not here to just complain, I am here to offer my informative opinions on how Hollywood could have saved this mess. 1. Turn it into a TV series. 2. Make Nat Wolff a new character. 3. Nat is the next person to receive DN after Light Yagami, this would help explain why he's a white American kid. 4. Fill the TV show with references to the anime show. Eg, See Light and his entries names on the final pages. 5. Not have him (For the beginning) not so easily manipulated by a girl. It was pretty clear she was getting her jollies by names going in and he was blind to it.Now, I have been speaking as someone who is referencing the show. Now if I was a new viewer having never seen the anime, I actually think the movie is alright, even as a standalone there is a lot to be desired. Hence the 5/10.But overall it's just another reason why these half ass directors shouldn't be allow to touch high end shows without the guidance of professionals. I mean this marks the 6th or something terrible Death Note movie attempt and I am sure it wont be the last."
watch_or_not,Death Note... Who's name would you write down...?,08/10,25-Aug-17,"So first of all, I don't think I'm alone when I say, I don't care about the anime, source material that the story came from or the fact it's not an exact duplicate of the Japanese movies, why make the same movie again? (*cough REC / Quarantine *cough). I had never seen or heard of any of them before watching this version, so coming from an unbiased perspective, the movie was great! Acting was solid, it looked fantastic and the story, although at the start felt a little rushed, if you have half a brain you don't need 30mins of character development to get a movie such as this moving along. Willem Dafoe still, has never done wrong by me.. I always enjoy watching anything he does, even if it's only lending his voice this time around. I'm not going to rewrite the script on here and claim it as a ""review"" I'm simply going to give my recommendation to give Death Note a watch. Forget the haters who want to try and relate everything back to the original material (they are still residing in their mothers basements). Death Note is a new take on the story for a completely different audience, and they absolutely succeeded in doing so. Do yourself a favour and watch it, even if it's only for Dafoe. Who's name would you write down?"
vicstevinson,"Loses its sense of humor, Lakeith Stanfield overplays",04/10,26-Aug-17,"This film starts out with a great sense of humor. Nat Wolff delivers an excellent start and Ryuk the death monster has a great touch of camp. Unfortunately the film begins to take itself seriously and then takes a serious dive when Lakeith Stanfield enters the picture. Everything he does is surface intensity: bulging eyes, hands jamming into bowls of candy sending mess everywhere, staccato vocal delivery -- because that's what intensity sounds like.It's a shame this went off the rails.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
neganscomingback,It has Potential,05/10,21-Feb-19,"This film has its Neo-Noir Horror Thriller Gages on 11. The script does have Many Many Plot holes but it's still a somewhat enjoyable watch. Great CGI and Cinematography/Lighting.
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
daisukereds,Easily the worst adaptation,02/10,29-Aug-17,"If you like fan-fiction, you might like this adaptation. Me personally, I can't unsee the source material so I'm unable to appreciate it as I would have liked. In comparison, this feels sub- par, rushed and made for general audiences. It can't encompass all that originally happened in such a short time frame, making it hard for us to love these characters the same way. A one off doesn't work for an epic duel between smart minds with the ""world"" on the balance.As for the film itself (not compared to the manga) : I quite like how the main characters are introduced during the first 2 minutes. You quickly get a sense of their personalities (more Mia than Light), and that was a nice way to start.The story suffers a bit, but it is well developed for what it is (meaning, what they decided they wanted it to be). I have issues with Direction and Cinematography, but nothing that would ruin the experience (though not fan of gore, there is one suicide scene that looks ""good""). Then come the ""plot holes"" and conveniences that take away from how smart it tries to be, as well as the weird acting during some scenes.All in all, is another attempt at a remake that wasn't really necessary nor does it add anything. It's fun to make fun of, at least.--- SPOILERS ---I have some personal opinions about the movie..
While I appreciate attention to details and little moments (how Light initially pronounced Ryuk's name only to have him corrected + Or when Light wakes up during detention, and there are marks on his forehead from the book he was sleeping on).. they butchered the story. There's little work or imagination put into this variation, and being a mix of the original and new takes.. it fails at being it's own thing.Specially the way they used the Death Note and it's rules (the framework of story telling here)... It's now able to manipulate events and reality itself, as a consequence of a death cause? Having the page with his name fall and burn was dumb. Or as to why they didn't intervene Light's cellphone when he became the prime suspect? These are scenarios that cause potential problems with the plot that could have been easily fixed by writing them differently, such as Mia burning to death while holding the page. And let's not even consider the fact that a page could have more than ONE name on it, so which one is saved? The first one or one at random? Writers writing themselves into a corner.Anyway..
As for the other characters : It feels strange to have the ""greatest detective"" character (that doesn't really prove himself with anything he does) act the way it does vs how straight everything else is played. His personality is the biggest detriment to the movie. People who haven't seen the source material would probably think that he is weird for weird's sake; a rather emotional person that sits strangely, eats lots of candy and tilts his head rather stupidly. He is rash and a bit crazy for little reason, and acts as if he had nothing to lose or didn't care. It feels like Light himself was also played similarly at points.. such as the picture- taking scene in the dance for no reason, or screaming like a child in an over-the-top manner.This makes Mia, a character that seemed strange from the start and is later played to be sort of mad, the only character left we can relate to.In fact, Mia might be the smartest character from the three, and it is quite sad that she is ""madly in love"" with Light in the end, instead of simply manipulating him throughout.. Would have been more satisfying, specially since you see the treason coming from miles away (having Light antagonize her multiple times, for example). She wants to change the world! She is driven! She takes action and kills innocent people. Even if evil, she has what a main character needs, much like the original Light does.But the tie-in of the relationship between Light and Mia, with killing and what seems to be a sexual relationship on top of it is rather childish. ""I thought we could make some popcorn and take some names down for later"" is more about them than justice and probably aimed at a younger audience, but it is a detriment to what they are doing and sexualizing it belittles the ""love"" they feel for one another (which is already shallow to begin with).The only thing that I quite liked from all this (as it was different and good) is the fact that Light, when confronted by L, makes it seem like he is being implicated or threatened or manipulated (seeming smart for a second).. willing to work with him to prevent the Death Note from being used.I got excited at the idea of both Light and L going against Ryuk, which is much more aggressive in this story. Sadly, it didn't go in any new or interesting direction."
myvoice-07677,Disappointed about this remake,02/10,04-Nov-21,"They ruined L AND ANIME FOR ME.Why. I dont understand this micast ...watch the anime for good experience and full enjoyment.I couldnt finish it.Why they made it
Why
Why
Why
L WAS MY FAV.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
fmb1996,"Oh my god, that was horrible",01/10,27-Aug-17,"OK this one is gonna be short and sweet. That movie was simply horrible. The story is rushed, the main character, who is supposed to be a genius, never stops to be an attention-hungry idiot and all the important parts to understand the story are either omitted or within a montage.Th acting was simply horrible. Nat Wolff goes through the whole movies either like he needs to go to the toilet or simply overacting. Margaret Qualley's character is bad but I feel it is more due to horrible writing than bad acting. The silver lining is however Lakeith Stanfield's L: Good job, you were decent, and judging by the performances around you, you must be an incredible actor to pull that off.Conclusion, do not watch it, it is jut a waste of time.
                
                    7 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jonathandmacdonald,Enjoyable,08/10,02-Feb-21,"The poor ratings seem to be from people who have seen other Death Note films or series. As someone who had never heard of it before this film, I do not see what the problem is. I found the film very enjoyable and well-made, with a good plot that gave plenty of surprises.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
